linkID,  Given Slope, Calculated Slope
51921705, -0.0867142857143, -0.00721412813157
727974066, 0.0528, -0.00913769505851
74890445, -0.425583333333, 0.016449524442
762625631, 2.264, -0.0233530953011
762740037, -1.36307142857, 0.00171316222179
762593359, -0.130428571429, 0.00913591598957
75404212, -0.41875, 0.00747623427857
74986992, -0.00875, 0.00161268651158
587021453, 0.692, 0.00304587482178
567285765, -3.18895652174, 0.0215402479958
723337441, 2.33593333333, -0.000990599253419
792553618, -0.335638888889, 0.0107269816385
723333286, -2.93016666667, 0.01510536245
723333287, -1.56870588235, 0.00406134821409
67212070, -1.8804, 0.0014431022008
783400199, 0.0176, -0.00913827426639
723026685, -1.4215, -0.00632658800199
554710059, 0.0891052631579, -0.0129314778818
792687862, 2.58875, 0.00698781929346
540633153, -1.11966666667, 0.00317830818672
554729640, -2.06485714286, -0.0005373744383
733381918, -0.300833333333, -0.00817651820227
727454256, 1.69942857143, 0.00432859912626
554744589, 0.20725, 0.00986932053723
586518551, -0.0838, 0.0153520825007
769166647, -0.979416666667, -0.011422345061
769144424, 0.1572, -0.00573857784297
769144423, 1.88353846154, 0.000464848198998
769137813, 0.638111111111, -0.00514008435679
756018731, -0.335333333333, 0.0150125668127
756018730, 0.492, 0.0140414405772
768811639, -0.457, 0.00304614100677
768811638, -0.628833333333, 0.0080628914296
554714554, -1.287, 0.00426438346929
733381859, -0.1595, -0.000623103956208
768810401, 0.2289, -0.0172137042552
768810403, 1.15542857143, -0.00342698317532
51757875, -1.308, -0.0064503119644
733381892, -1.36461538462, 0.0127932968656
572217711, -0.292416666667, 0.00758235320385
51833891, -0.372, 6.56878087705e-08
718064599, 0.144142857143, 0.0156651164181
60115049, 0.445, 0.00601775250743
792863328, -0.478, 0.0119935341305
67948821, 0.047, -0.0121838603219
773121754, -0.245461538462, 0.00609199528002
792681514, -0.1, -0.00161278893633
792681513, 0.122166666667, -0.0100294975623
554709816, -0.144425531915, -0.0105439089812
772344281, -1.1150952381, -1.61972091268e-07
724100812, 0.676625, -0.0112881996854
586835147, 0.150222222222, -0.00268780682338
543974304, 1.70725, -0.00548259596672
762810124, -0.19575, 0.000583306047433
539220219, 0.0926666666667, -0.00587438452709
67943079, -0.12, -0.00222297012285
762810115, -0.365666666667, 0.00288607696013
540628111, 0.240142857143, 0.00468043713175
762810123, -0.187176470588, 0.000740729766205
540660383, 0.0265714285714, 0.00351466990369
586485279, 0.331045454545, -0.00685363671
586512913, -0.0768, 0.0148823070344
68008953, 1.07075, -0.00666846645715
718100182, -0.191791666667, -0.00913812267181
68012253, 0.6753, -0.0221927572821
67896469, -1.388625, -0.00969205190772
68008965, -0.2885, 0.0191071936951
68008483, 0.337, 0.008063104786
572228248, 0.4148, 0.00869234883602
779699950, 0.56075, -0.0246732241561
68106083, 0.949428571429, 0.0216430116193
779701633, -0.60175, 0.00334317171357
704251363, -0.732416666667, -0.0274132765698
572226133, -0.0951, 0.00370436374752
554737135, -1.028, -0.00456915435187
554711328, -0.191666666667, 0.00595977551811
792655623, -0.412928571429, 0
51797804, -0.298838709677, -0.0274129538764
756565720, -1.685, -0.0193513989214
68008967, 0.8665, -4.07535568249e-07
68008966, -0.1475, 0.0121842765602
586528939, -0.408909090909, 0.00191257480201
757073117, 3.05044444444, 0.0195820234364
779262987, 5.16428571429, -0.0159920409188
83586860, 1.30166666667, -0.0121136135732
80734067, -0.8016, 0.0143599369986
68152720, -1.7865, 0.0142553845361
83587952, 0.2765, 0.00391632832756
792584421, -0.32675, 0.0164483416956
807535561, 0.371185185185, -0.00191260972948
51810266, -0.1395, 0.00514048948425
792603856, -1.1014, -0.0274140633855
554737133, 0.1175, -0.0111142213985
772379762, 0.07175, 0.0145824807349
724084467, -0.0850454545455, 0.00718619078318
586834063, 0.154928571429, -0.0140416896563
565397012, 2.15225, 0.00279737252155
772344283, 2.49, 0.0111689957257
75047018, -0.5665, 0.00529060350728
724102335, -0.684181818182, 1.64945950174e-07
724102311, -0.279109589041, 0.0109657518189
550086684, 2.89108333333, -0.0238390893107
550087595, 1.91616666667, -0.0101822095804
67192909, 2.84346666667, -0.00391626049476
792455112, -1.8799, -0.0123367487638
771947832, 0.587444444444, 0.00200597694462
63629993, -0.134210526316, -0.00342682863114
61880732, 0.954125, -0.00101515438929
550087674, -1.64158823529, -0.00258617829022
576443080, -1.6142, -0.00489552697892
61967834, 1.7795, 0.00632627902711
771913608, -0.208428571429, 0.00210898007633
576422472, -0.729625, -0.00507667521814
771913611, 1.10592857143, -0.00489542376023
67195026, 1.07122222222, 0.0101536534691
554703405, -0.02625, 0.00342698548334
762624555, -0.051, -0.00288594497272
792860123, 0.133133333333, -0.0274128907299
75420855, 0.96, -0.00442174524963
762737108, -0.2206, 0
540662418, -0.915733333333, -0.0274126858621
770387011, 0.05475, 0.0030460776904
572217770, 0.644111111111, -0.0274131226685
554710457, -0.998, -0.0274132879729
756023340, -1.102, -0.0274132119785
51761593, 1.07147058824, -0.027412795614
586492403, -0.38085, 0.027412806896
586488072, -1.451, 0.0274139768485
586488152, 0.237875, -0.024527913511
762573216, 1.864, -0.0058747001225
79663787, 1.24, -0.0112877752247
586486044, -0.0561666666667, 0.0127929539261
554725797, 2.229, 0.0164480760802
762746905, 0.1109, 0.0274140048944
76184380, -1.0894, 0.011574861276
792788843, -0.9576, -0.00548271042057
61369372, 0.110666666667, -0.00161249377543
762453620, -0.147285714286, -0.0073551681529
762381758, 0.8563, -0.00698789550762
75421470, -0.991666666667, 0.0147614673369
74867089, 0.734222222222, -0.00548286712372
75018060, -1.09125, 0.0201047024257
762932496, 0.473615384615, -0.0224303907847
762917440, -0.874, -0.00913847694726
792664657, -1.82815, -0.00328969811042
52572195, -0.444333333333, 0.0102801390685
52566663, -1.82061538462, -0.00119186633638
550085899, -1.17486666667, 0.0153519795895
550096733, 0.137, -0.00456911386069
576439190, -0.3355, -0.00834363111444
576439189, -0.1805, -0.00483806822743
78684650, 2.89245, -0.0224306100474
67199845, 1.621, -0.0274148979144
711688547, 0.495333333333, 0.0137073012521
769269453, -1.19391666667, -0.0114966127743
792749302, 1.531, -0.0227473666935
61350903, 0.0822, 0.0125649218271
76184394, -2.322, -0.00986933958286
769248320, -0.0215555555556, 0.00109621689439
554735574, -0.023, 0.0274152381437
51751598, 0.0465, 0.000559528283236
554731780, 0.114, 0.00710727203527
51927309, -0.0253333333333, 0
51927312, 0.014, -6.98669109896e-08
792479244, -0.634666666667, 0.016225043852
726166660, 0.172125, 0.00261044637757
68025215, -0.16364516129, 0.0144279795086
51921919, -0.18275, 0.00249220604308
572247732, 0.1014, 0.00182747506823
783450223, -0.3125, 0.00171361712049
67903987, -0.093, 0.00767558131812
727971342, 1.255, -0.0106612288648
727971338, -0.557666666667, -0.00476784922043
51739991, -0.471727272727, 0.00446268959673
727971314, 0.544, -0.0211477988877
727971302, 0.2945, 0.00652709668732
792712064, 0.783090909091, -0.0174447075378
67945549, -0.5358, -0.00291615426798
727971306, 0.69375, -0.00274163243837
554711229, 0.268111111111, -0.00238389133216
67943746, 0.14175, 0.0173140642017
79803237, -0.269625, 0.015664789229
783452367, 0.101166666667, 0.00595962126829
554734681, 0.429578947368, 0.00518630008461
762579929, -0.37, 0.00619052191945
75355676, -0.918, 0.0100999858883
763665663, 0.147875, -0.0143597104402
586510629, -0.412666666667, -0.00850787326691
67958405, -0.413, 0.00913830110955
67945002, 0.520666666667, 0.00365520678246
51808270, -0.591, 0
586533231, 0.287666666667, -0.00261090084816
762563507, 0.364714285714, -0.00426429463042
77317800, -0.916, -0.0207280486486
565391530, 0.113555555556, -0.00432855869134
67945550, -1.15233333333, 0.0169703037464
792526111, -0.139052631579, 0.00304615958208
62063531, 0.531, -0.0070129375764
74906344, -0.235777777778, -0.0051402489877
762455303, -0.4830625, -0.0152305178105
75419467, 0.633, -0.0171343314983
723617767, -3.31666666667, -0.0274143073101
567293673, -1.4355, -0.00249235798223
762781191, -1.30083333333, 0.00109676385177
62034260, -0.69025, 0.000537718653972
67192708, -1.69033333333, -0.010099916371
567327402, -0.485428571429, 0.00304622925803
792724157, 0.627166666667, -0.0274151746437
792532625, 0.04, -0.0274135993969
576445108, -0.59375, 0.0211838981454
762781198, -0.501, -0.0189789710216
586499619, 1.27633333333, -0.0100999734768
51747364, 0.576090909091, 0.00222274236025
83611722, -0.520333333333, 0.00731049252357
592203232, 0.0372, 0.00119184210959
540638087, -1.7144, -0.0274151729496
554707061, -0.38425, 0.00698801895663
51837416, 0.79725, -0.00843504961633
765859917, -0.341166666667, -0.000783212387183
758693640, 0.272, 0
766141988, 0.413333333333, 0.0105437398827
759284366, -0.613333333333, -0.00261107807353
761202562, -0.72375, -0.0156654442994
576449655, -0.932, -0.0148823966386
554712478, -0.101333333333, -0.00861559495488
811589277, -1.516, -0.00316326688508
586525916, -0.225, -0.0156659204178
51882493, -0.0405, -0.00783272505176
586532799, 1.109, 0.00238400374668
51860814, -0.173166666667, 0.00370462446838
773257557, -0.283666666667, -0.00265314249175
773257555, -0.139916666667, -0.00210898881111
554712051, -0.0187333333333, 0.00373833311057
732358660, -0.0766666666667, 0.00137057381748
572219010, -0.583833333333, -0.00191253104107
769277434, -0.358, -0.000806194448369
769281705, 0.13375, 0.00274140170439
67902309, -0.0646666666667, 0.00442157763415
792734362, -0.0108421052632, 5.96347710276e-08
68014253, -1.0226, -0.00959508314594
51572015, -0.237285714286, 1.87498791608e-07
61369514, 0.0931666666667, 0.00817661244795
572217343, -1.316, 0.00483784649742
554721412, 0.077, 0.000783065936173
76192520, -2.4657, -0.0274138281462
772022572, 0.864875, -0.00948991028226
51925856, -0.739666666667, -0.00161266563349
554730500, -0.2015, 0
51926326, -0.0176666666667, 0.00334315203566
554761213, -0.100333333333, 0.00514004976206
554730882, -0.516333333333, 0.00070301257301
68005184, -0.0291111111111, 0.000783326284533
572245003, 0.343875, -0.0106611176475
554740133, 0.409555555556, -0.00783265540358
554741737, 1.36866666667, 0.00869230271134
554711464, 1.0615, -4.87654184441e-08
67942420, -0.4065, 0.0119191191784
51518498, -0.617666666667, 0.00641643368295
724123376, 0.999, 0.027412939795
550100377, 0.544, -0.022938867493
554735009, 0.4795, -0.0191899964017
732990599, -0.212, 0.005482816746
554726029, -0.123, -0.0274138302588
567287535, 1.152, 0.0182757212306
67178490, 2.58184615385, -0.0108382533408
554733684, -0.337857142857, -1.16321240682e-07
732990598, -0.4235, 0.0104433919244
572258383, -0.083, 0.00685359171752
554743352, 0.731333333333, 5.26992489757e-09
572237145, -0.372714285714, 0.00913681661334
51860709, -0.1945, -0.00228409569801
67948783, -0.0285, 0.00498434526266
762740041, 1.84857142857, 0.00747688548284
586810469, -2.0598, 0.0274142899729
586525543, -0.172, 0.0274150105783
554739609, -0.093, 1.76018450618e-08
77317435, 0.438, 0.0171338635898
764571260, 0.604, -0.00130534160119
717528096, -0.178, 0.00548254584354
51926333, -0.0875, 0.0274137526556
51754489, -0.061, -0.00806306588016
74889172, 0.6075, 0.00609221253309
79647387, -0.429, -0.0274147870186
51867695, -0.00814285714286, 3.76888190899e-08
765315501, -0.509857142857, -0.00913804982155
764199935, 0.0062, 0.0274049708409
63628761, 0.32, 0.00806293787201
792859479, -0.353857142857, -0.00274137366344
586823364, -0.710833333333, -0.0274136992903
762563518, -0.596428571429, -0.0175734401255
587022475, -0.00166666666667, 0.0014429751334
572258385, -0.1305, 5.76047999129e-08
762561667, -0.290666666667, -0.00446292662025
51808277, -0.317, -0.000830556630932
61373348, -0.302, 0.0131113196529
572228096, -0.05425, 0.00913773118342
67949736, -0.266, 0.00456915982849
586523671, -0.6782, 0.000945347561333
762737122, 0.016, 0.0274132297631
586499617, 1.3835, 0.00548332039871
